PG.ProteinAccessions,PG.Genes,PG.ProteinNames,[1] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-1.htrms.PG.Quantity,[2] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-2.htrms.PG.Quantity,[3] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-3.htrms.PG.Quantity,[4] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-4.htrms.PG.Quantity,[5] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-5.htrms.PG.Quantity,[6] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-6.htrms.PG.Quantity,[7] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-7.htrms.PG.Quantity,[8] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-8.htrms.PG.Quantity,[9] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-9.htrms.PG.Quantity,[10] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-10.htrms.PG.Quantity,[11] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-11.htrms.PG.Quantity,[12] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-12.htrms.PG.Quantity,[13] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-13.htrms.PG.Quantity,[14] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-14.htrms.PG.Quantity,[15] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-15.htrms.PG.Quantity,[16] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-16.htrms.PG.Quantity,[17] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-17.htrms.PG.Quantity,[18] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-18.htrms.PG.Quantity,[19] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-19.htrms.PG.Quantity,[20] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-19b.htrms.PG.Quantity,[21] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-20.htrms.PG.Quantity,[22] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-21.htrms.PG.Quantity,[23] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-22.htrms.PG.Quantity,[24] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-23.htrms.PG.Quantity,[25] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-24.htrms.PG.Quantity,[26] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-25.htrms.PG.Quantity,[27] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-26.htrms.PG.Quantity,[28] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-27.htrms.PG.Quantity,[29] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-28.htrms.PG.Quantity,[30] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-29.htrms.PG.Quantity,[31] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-29b.htrms.PG.Quantity,[32] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-30.htrms.PG.Quantity,[33] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-31.htrms.PG.Quantity,[34] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-32.htrms.PG.Quantity,[35] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-33.htrms.PG.Quantity,[36] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-34.htrms.PG.Quantity,[37] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-35.htrms.PG.Quantity,[38] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-36.htrms.PG.Quantity,[39] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-37.htrms.PG.Quantity,[40] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-38.htrms.PG.Quantity,[41] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-39.htrms.PG.Quantity,[42] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-40.htrms.PG.Quantity
P05019,IGF1,IGF1_HUMAN,209217.890625,341694.65625,101737.484375,140360.046875,282669.84375,168073.34375,216912.671875,131924.734375,340777.25,157746.390625,151756.53125,84673.5,61819.28125,133459.1875,120778.265625,79738.5546875,95436.2265625,93491.5859375,127354.7421875,159940.890625,44283.09765625,26320.759765625,67055.4609375,96760.0625,70623.65625,259561.53125,89121.5390625,44393.1484375,38170.9921875,81115.1015625,127973.3046875,73006.1796875,137380.359375,125893.40625,133603.71875,280130.0,72923.28125,154009.046875,132698.546875,179697.234375,107744.375,54901.83984375
P05062,ALDOB,ALDOB_HUMAN,136576.5625,17645.99609375,31706.81640625,24063.7421875,44372.4609375,9889.9541015625,39788.26171875,38506.38671875,91514.953125,11564.193359375,52989.6015625,27548.95703125,77099.1875,97582.59375,27534.185546875,22230.474609375,68540.8671875,31873.892578125,35720.0625,41335.0390625,71019.9609375,5307.7919921875,5782.1640625,48014.671875,18866.265625,131346.203125,11975.5087890625,24996.220703125,61645.95703125,23465.56640625,31606.87890625,21308.390625,15256.294921875,11211.4794921875,94932.0390625,27949.8359375,38301.53515625,60230.46484375,24548.13671875,50065.671875,110356.578125,26374.578125
P05067,APP,A4_HUMAN,,67004.953125,,44208.20703125,65015.80859375,,,35948.1015625,36902.86328125,,58903.75390625,27484.904296875,,4340.68212890625,25361.369140625,52460.875,38486.796875,18940.748046875,34751.3828125,42427.984375,27105.29296875,49694.83984375,,63856.81640625,24850.3671875,33373.11328125,51157.7109375,23247.130859375,,,5063.7177734375,38383.1875,14698.1728515625,23562.529296875,65919.4296875,77346.78125,11923.3125,97164.265625,21276.169921875,55566.8515625,29265.373046875,31382.1875
P05089,ARG1,ARGI1_HUMAN,54369.5625,124424.78125,572057.5,63856.04296875,109502.40625,951975.875,47567.60546875,235947.578125,100016.546875,996312.375,39630.12109375,204421.90625,194114.703125,190274.390625,74803.7421875,297631.3125,389360.0,253642.875,158854.328125,173971.46875,308394.59375,332878.75,573179.375,152313.359375,456783.875,98486.8515625,337734.5,386730.40625,78605.5546875,117522.0390625,132085.3125,544022.25,193541.640625,61779.54296875,77760.8359375,32235.8984375,317970.59375,40800.88671875,57318.734375,24499.90234375,56305.75,228013.484375
P05090,APOD,APOD_HUMAN,987044.625,908667.25,873146.3125,460404.71875,620397.5625,744709.75,729980.4375,836858.75,420782.25,638258.125,878307.375,1232755.625,831401.625,515813.6875,851564.1875,566925.25,975739.5,730953.8125,786879.1875,914249.0625,695652.0625,723736.6875,598650.0625,896261.625,758994.4375,1094458.125,769165.5625,669364.8125,605648.5625,1239230.375,1676503.875,477968.0625,1140875.25,1101282.75,450162.71875,1051023.375,1095299.375,612964.9375,1604074.375,897629.3125,906025.75,583755.1875
P05109,S100A8,S10A8_HUMAN,318146.8125,543467.875,1256990.75,195661.03125,270476.65625,2455085.5,199469.375,487384.90625,395171.5625,1715613.75,283967.65625,784143.625,368761.34375,218855.453125,232219.828125,453820.3125,3114805.0,410961.625,209249.625,208086.65625,732037.25,457932.4375,945034.875,424885.03125,1996069.5,222475.078125,610645.5,672706.875,219083.390625,194708.84375,266704.3125,694212.5625,945548.375,426845.21875,368631.59375,92068.484375,1305546.75,323279.5625,126243.875,238445.359375,202451.828125,618225.8125
P05121,SERPINE1,PAI1_HUMAN,18684.009765625,15397.08203125,19551.970703125,,,,10472.6337890625,6628.32568359375,,,18647.791015625,7574.65673828125,6468.77294921875,5579.49365234375,,10637.7900390625,9526.251953125,14407.2294921875,,12036.0556640625,,7123.4521484375,,14930.880859375,9098.3330078125,9703.90625,,,,,6449.98388671875,7387.21630859375,7165.95458984375,18591.1875,26055.51171875,18948.80078125,7831.39453125,10137.791015625,10782.060546875,17876.998046875,,11270.330078125
P05154,SERPINA5,IPSP_HUMAN,5476186.0,3488987.0,3197278.75,6578790.0,4210588.0,3632089.75,4357743.0,2671707.5,4548160.5,3185251.75,5729968.5,4078763.25,4311811.5,4230729.5,3961663.0,4931321.0,2824161.0,4329382.0,4699625.0,4992379.0,2660093.5,2537239.75,2820175.75,3869354.0,3236937.0,5487387.5,3507529.75,2933219.5,4977147.5,4042978.75,3881242.75,2624572.0,2749015.5,2722152.5,5066959.5,5370604.5,3043361.0,4444678.0,2980778.25,2863242.0,2483838.25,2306886.5
P05155,SERPING1,IC1_HUMAN,62725840.0,25055724.0,24466400.0,7042127.0,24821156.0,26136148.0,20403038.0,35354536.0,33700220.0,16391286.0,14083903.0,22430772.0,10851549.0,14295899.0,19410480.0,7933864.0,11226840.0,9088226.0,14627538.0,14430123.0,21236576.0,12994972.0,17626756.0,11920928.0,7507907.0,28460848.0,15128246.0,17937612.0,12713382.0,19194808.0,17723908.0,17304828.0,20473976.0,27754034.0,12178580.0,17373596.0,7015950.0,16815054.0,33316604.0,27919750.0,20089652.0,49084352.0
P05156,CFI,CFAI_HUMAN,48549408.0,28417960.0,20699592.0,30839356.0,25779772.0,26993260.0,27569028.0,22078636.0,32872286.0,13935201.0,32918324.0,21960468.0,26145294.0,32061666.0,29625936.0,23170378.0,26085172.0,28476716.0,21364580.0,20962692.0,25670534.0,23302066.0,22351428.0,26735642.0,17188164.0,21954948.0,23763126.0,21400062.0,33859372.0,17113334.0,22356012.0,17205462.0,22635024.0,37849396.0,39353512.0,29139614.0,20033352.0,29721434.0,23687198.0,29898500.0,31095408.0,19861668.0
P05160,F13B,F13B_HUMAN,5067788.0,2693077.5,2379924.5,2693386.75,2643800.75,2360993.0,2909946.75,2815396.75,3266130.75,1499428.0,3346085.0,2513903.75,3490615.0,2639226.25,2507434.75,2657894.5,3393003.75,3288792.25,2848899.5,2886970.0,2229604.5,2672017.25,1924430.0,3542109.5,2559905.5,3173751.5,2325796.5,2644713.0,3327435.5,3352344.25,2830336.5,2454689.75,3545562.5,2917156.0,2606270.0,2600392.5,1962975.375,2838034.25,2325486.75,3963864.75,2393791.25,2525712.5
P05164,MPO,PERM_HUMAN,35545.98828125,59268.17578125,23982.11328125,,12994.29296875,49928.375,41902.72265625,34976.91015625,57912.3046875,48588.3828125,47173.09375,79550.359375,39957.80859375,40048.8671875,27847.24609375,24133.37109375,27652.982421875,59399.8515625,11426.505859375,51040.61328125,24559.625,26267.13671875,9674.4189453125,25221.35546875,42882.171875,34188.9296875,31797.00390625,16710.75390625,32063.11328125,28812.16796875,28719.416015625,27609.845703125,34163.4921875,44956.89453125,36874.1015625,,36386.6640625,36540.92578125,27009.01171875,33681.359375,51937.44921875,6368.2138671875
P05362,ICAM1,ICAM1_HUMAN,180625.0625,179773.453125,145900.46875,145085.46875,142042.484375,123350.4296875,130020.1484375,171545.828125,198018.890625,115151.0390625,186341.09375,180753.796875,127570.21875,171829.265625,115206.109375,99124.0625,71989.53125,133189.265625,194547.0625,185128.8125,120765.3359375,121897.8984375,79676.859375,132077.09375,128185.3203125,156417.53125,108420.171875,114399.8671875,132695.0625,160833.359375,148833.4375,116093.8671875,234912.21875,144876.78125,208676.109375,184819.703125,135047.6875,206457.46875,182459.859375,147947.59375,149593.5625,133457.578125
P05451;P48304,REG1A;REG1B,REG1A_HUMAN;REG1B_HUMAN,195543.3125,118002.3515625,132086.375,82320.625,130710.75,51481.8515625,132912.6875,84863.3046875,228145.921875,63000.953125,183986.4375,134761.75,146995.96875,117181.03125,151115.15625,109243.84375,148360.234375,120164.1796875,186767.578125,199324.265625,70797.75,140530.734375,101495.9453125,146717.125,71295.546875,177044.265625,154292.953125,150776.671875,381242.71875,137635.75,169252.46875,149818.375,197371.953125,89241.84375,225553.734375,117358.4375,152802.90625,81145.5859375,142846.96875,89345.78125,97145.3671875,99099.046875
P05452,CLEC3B,TETN_HUMAN,8779771.0,7524543.5,5156682.0,5643750.5,7161908.0,3701951.5,7406560.0,6415544.0,8108218.5,4181470.75,5746306.0,5080581.0,6019854.0,4922984.0,6298967.5,5849301.0,5379833.0,6392525.0,8253127.0,6973034.0,4435241.0,6133175.5,4678996.0,7230950.0,4989033.5,7182884.5,5166324.0,4783372.0,5226467.5,5417378.0,6889562.0,4656070.0,4602085.0,3331208.5,4650173.0,6769206.5,4669963.5,5212663.0,3368097.25,6069977.5,4515020.5,5345877.0
P05543,SERPINA7,THBG_HUMAN,4328508.0,4848256.0,2724158.75,6547887.5,2997166.0,1323070.75,3652721.75,3041845.25,4760798.0,2781175.5,4398581.0,3065601.0,2759716.75,3966077.25,2740906.0,3276011.5,2699910.25,3727014.75,5388148.0,4376439.0,3064325.25,3481461.5,2291753.75,3690593.25,2613413.25,2339201.25,2829679.5,3275886.0,3836844.0,3540989.0,3392103.0,2077494.75,3539360.75,2962684.75,,5395730.0,3118783.0,3822117.5,4049563.25,3590623.25,5479870.0,3780255.5
P05546,SERPIND1,HEP2_HUMAN,64932736.0,49523692.0,24541646.0,63730256.0,33290754.0,48362524.0,36847792.0,32653566.0,45281128.0,23119020.0,43399400.0,30079974.0,28115910.0,38901992.0,37802992.0,38673932.0,38312156.0,25363908.0,41822184.0,39297896.0,28490418.0,33435268.0,32250308.0,47554188.0,26243660.0,40838180.0,31920748.0,24093220.0,36152804.0,46688392.0,40904240.0,22605564.0,29276414.0,58134716.0,56180632.0,33953404.0,25821966.0,48250988.0,26738630.0,38135796.0,39852736.0,30710374.0
P05556,ITGB1,ITB1_HUMAN,16082.3681640625,17642.015625,8872.927734375,18225.90234375,27823.958984375,3208.02270507813,19885.37890625,18601.59375,13640.8642578125,5754.45068359375,8858.1123046875,6672.755859375,24305.423828125,4281.048828125,16640.1015625,10998.560546875,9455.7158203125,7078.515625,22497.259765625,17217.44921875,9640.9541015625,20149.9140625,8776.9453125,16940.28515625,11211.7919921875,22570.26171875,6816.87109375,11950.76171875,13412.2646484375,10614.9521484375,11283.033203125,8245.546875,10475.36328125,5878.96240234375,19827.69140625,9938.9892578125,,16686.22265625,21644.490234375,13642.478515625,17924.67578125,9046.361328125
P06276,BCHE,CHLE_HUMAN,4022903.0,3008881.25,3010626.5,3316137.25,2791275.75,1990588.25,2810632.0,2283860.5,3806708.0,1927253.25,1932210.5,2024941.0,2745865.0,3008095.0,1697911.25,2341305.75,2067870.125,2581458.75,3176001.75,2895629.75,2863511.5,2270400.5,1594594.375,1969865.0,1649316.625,2245874.75,1700610.5,2068350.75,2625269.5,3084689.25,2966087.25,1875405.375,2091764.375,2360640.75,3681452.5,1866098.25,1548186.75,3087348.25,1138162.25,5974823.0,1303060.875,1488984.25
P06396,GSN,GELS_HUMAN,55416924.0,46609528.0,35814900.0,45382148.0,43175948.0,32175878.0,49582100.0,39661360.0,42790120.0,30162648.0,27736914.0,31666256.0,43224096.0,33824288.0,34433500.0,36288736.0,39108884.0,31862370.0,37235204.0,44494048.0,18074182.0,26093812.0,28150152.0,37986240.0,25591600.0,39673576.0,27194254.0,29286932.0,36506088.0,37093528.0,38902332.0,34131784.0,30444082.0,21237928.0,29237192.0,46100784.0,31295422.0,39038100.0,24261184.0,28902312.0,29483376.0,26101316.0
P06681,C2,CO2_HUMAN,8958368.0,7510483.5,6300943.0,8236390.5,8190430.5,5843941.5,7676119.0,5396391.5,8209211.0,3972124.75,7217054.0,5908650.5,6360123.0,6568977.0,8018972.5,8039211.0,5849079.0,6235354.5,7182354.5,6741885.0,5846730.5,6102845.0,5734131.0,6478725.5,4847893.0,6003738.0,6324481.0,5887729.5,9121789.0,7180866.5,6604854.5,6412501.0,6374403.0,8390215.0,8527645.0,5913991.5,4887537.0,7639230.0,2991144.0,6043176.0,6962113.5,5080890.0
P06702,S100A9,S10A9_HUMAN,244871.75,371231.6875,878273.8125,187053.375,263474.46875,1921593.75,215537.84375,401710.84375,267485.21875,1633400.25,245252.3125,803099.75,379949.9375,189619.484375,220924.546875,378001.3125,2122546.75,341457.28125,184088.09375,230565.703125,705194.875,418092.40625,736751.1875,383327.5,1389054.5,239518.5,490846.53125,586345.125,187646.34375,307912.1875,262580.96875,595996.75,731671.4375,355039.4375,332928.8125,93696.6796875,1027772.875,248964.25,118663.765625,148722.9375,158112.875,419597.125
P06727,APOA4,APOA4_HUMAN,66203348.0,91142384.0,109618512.0,38937108.0,51254152.0,39940852.0,69442544.0,72915392.0,17878628.0,51969564.0,14703680.0,6826964.5,43289364.0,76762376.0,28746948.0,38959176.0,14514549.0,57923592.0,28534762.0,30975656.0,4001713.75,6869940.0,8216965.5,28442918.0,47973212.0,63327984.0,8062838.0,6946630.0,78292064.0,83596776.0,77894920.0,41052568.0,38123936.0,11989281.0,43153708.0,39247292.0,70802616.0,41338644.0,21555562.0,81122400.0,33566524.0,25215126.0
P06733,ENO1,ENOA_HUMAN,35013.546875,84022.7890625,59630.16796875,21651.439453125,23471.90234375,104401.046875,22391.52734375,49464.6328125,24872.853515625,182602.671875,43902.0234375,75650.0078125,43006.40234375,37576.46875,38806.765625,56887.26953125,103412.3828125,50763.5234375,41703.41796875,41530.90625,65282.25,47913.625,74867.671875,24341.33203125,206913.484375,57357.06640625,79032.015625,62995.83984375,27888.982421875,40522.49609375,48941.48046875,119379.921875,35622.2734375,46706.52734375,24035.822265625,19092.05859375,57620.0546875,44148.55078125,37365.87890625,24712.541015625,23444.13671875,179046.359375
P06744,GPI,G6PI_HUMAN,360817.34375,111399.859375,,,,69722.7109375,126380.296875,162937.359375,,168805.265625,150182.75,17236.125,7738.43359375,288399.09375,13246.4990234375,134922.109375,56007.0078125,91344.3046875,13257.814453125,107814.4921875,66328.359375,,53959.6875,15977.66015625,115569.53125,103890.4765625,11243.931640625,84147.609375,7377.50927734375,108587.046875,97847.34375,81782.046875,,206636.640625,14433.78515625,107974.375,91733.171875,,6664.751953125,262861.96875,71525.5546875,88738.90625
P06753,TPM3,TPM3_HUMAN,,71093.296875,21110.115234375,,,,,,,102004.75,62198.86328125,71936.796875,,,,,76109.59375,36010.07421875,,,,,50761.4765625,,39474.0703125,92766.765625,58322.87109375,29254.990234375,,,,55042.1796875,,50176.171875,23130.439453125,,,55052.671875,38621.1640625,,,
P06858,LPL,LIPL_HUMAN,,20626.5625,,,21771.701171875,,,,,,9008.8896484375,,,,,,,,,,,19682.591796875,10352.4912109375,17304.21484375,,,,,,,,,,,,,,,10088.2109375,,12982.482421875,
P07195,LDHB,LDHB_HUMAN,400529.4375,352262.875,249854.84375,105676.53125,366452.375,260662.703125,210562.828125,300543.375,345636.28125,189844.078125,200837.0625,268176.40625,104879.359375,116956.25,166789.015625,79310.640625,195400.921875,126241.0078125,72466.2421875,112500.375,81917.734375,77719.3359375,79389.4296875,147312.515625,245169.359375,163478.390625,123613.515625,72655.3359375,113655.6796875,116114.5703125,104567.6328125,103271.46875,152291.984375,170794.921875,156923.296875,156705.046875,121288.1015625,95292.8515625,70708.859375,93977.4296875,53270.60546875,268716.875
P07225,PROS1,PROS_HUMAN,7548399.0,4367298.5,5254616.0,4201202.5,4786322.5,2274371.75,5340259.5,4061869.75,6014565.0,3108738.25,3761723.75,1981607.0,4270180.0,3924890.25,3010868.5,2999041.0,4033154.75,3508864.75,992480.5625,965759.5625,3690871.25,2578677.0,2694385.5,3602736.25,2508930.5,6250553.5,2781706.5,3434826.75,2957998.5,1856782.625,3498937.5,2378881.5,3573614.5,1753515.0,4615268.5,4532610.0,2092890.75,4953224.0,2437455.75,3303997.25,2155860.75,3401321.75
P07237,P4HB,PDIA1_HUMAN,47107.4453125,60651.9140625,38061.16015625,35341.9609375,23641.318359375,26825.634765625,44662.83203125,30836.93359375,40153.2109375,36260.56640625,35774.01171875,41674.7265625,28496.533203125,39446.37109375,29029.419921875,32777.4609375,47386.30859375,33586.5546875,33034.7421875,27861.23046875,20878.482421875,29140.916015625,26063.53125,22911.8203125,120311.734375,46212.71484375,29221.470703125,22599.310546875,41019.953125,33824.34765625,35465.52734375,37319.25,31877.779296875,42311.7109375,40603.734375,40723.546875,31238.078125,40620.36328125,47505.34375,27126.255859375,21128.283203125,74678.4921875
P07307,ASGR2,ASGR2_HUMAN,91101.2421875,,65871.078125,56969.4609375,48729.01171875,,41708.921875,25183.4453125,,53798.31640625,30961.224609375,,,38201.28125,,9008.470703125,34036.671875,39881.6484375,72988.2734375,29309.39453125,19701.296875,21603.1484375,,39721.734375,25573.68359375,68791.828125,,15403.33203125,122930.375,15915.51953125,15466.099609375,52967.44140625,32356.21484375,84418.265625,26749.474609375,46301.2734375,35149.51171875,189129.796875,54347.15234375,,33832.01953125,55555.8046875
P07333,CSF1R,CSF1R_HUMAN,608505.875,500341.0,315336.25,379105.25,336666.6875,255741.546875,391789.4375,319882.375,343892.25,170612.71875,290976.75,198869.9375,287585.25,289384.03125,202239.015625,275941.5625,166652.375,200941.28125,465823.96875,375175.4375,136926.078125,259101.578125,227843.125,223722.953125,216251.78125,178639.4375,226708.5,236591.09375,254865.71875,318134.9375,330837.4375,342646.5625,223778.15625,194854.625,278531.125,234853.140625,193965.15625,320514.46875,308941.0,222057.578125,283998.90625,196067.71875
P07339,CTSD,CATD_HUMAN,214057.15625,186863.15625,458673.96875,166723.828125,151031.03125,618756.3125,133344.5,183642.84375,184229.46875,730456.25,136223.203125,271556.0,212883.96875,315824.875,115564.90625,232777.796875,494410.0,296361.21875,202639.6875,212160.59375,416144.71875,225727.359375,373521.5,183273.5,507331.125,233132.546875,227353.078125,277242.21875,210676.28125,211851.96875,172443.421875,417110.09375,339008.25,237320.703125,169242.40625,98718.9296875,364333.0625,118252.15625,127258.1171875,135077.828125,145388.578125,245931.1875
P07355,ANXA2,ANXA2_HUMAN,31131.546875,32765.533203125,274022.40625,46069.8203125,64286.7734375,575968.4375,9563.763671875,131236.203125,48370.7265625,826922.0,26754.97265625,142464.390625,142665.90625,117417.203125,65587.984375,194395.21875,281867.625,153614.234375,101261.15625,118464.7578125,260468.65625,153284.34375,302623.1875,69275.65625,711931.1875,58326.3515625,168375.515625,251257.890625,42747.68359375,85487.171875,85916.9453125,313299.03125,121096.921875,34242.52734375,63293.05078125,20156.388671875,246644.375,33385.76953125,47005.95703125,18139.388671875,47595.625,236661.28125
P07357,C8A,CO8A_HUMAN,9534756.0,8526086.0,5458423.5,7886115.5,8337452.0,4793129.0,7495520.0,6175701.5,8919084.0,3891713.5,8284435.0,6590516.0,9102279.0,7026559.0,4507811.5,6980988.0,7485873.0,6353534.5,8916222.0,7604947.0,5771074.5,6850338.5,3343129.5,8674876.0,6744637.0,6481824.5,4249333.0,4895483.5,6229347.5,5055479.0,8542273.0,5101598.5,5486179.0,11865937.0,9172352.0,7543429.0,5587648.5,9101696.0,6118800.5,9082248.0,9258470.0,5809619.5
P07358,C8B,CO8B_HUMAN,8202080.0,7659836.5,4112832.5,6303846.5,5263276.5,3703033.75,5620493.0,4933831.0,7421656.5,3814113.5,5637521.0,5096177.5,5394003.5,5698234.0,2833019.25,4648000.0,5658000.5,4108623.75,9264558.0,5538589.0,4183421.0,4557174.0,2148675.0,6369042.0,4516887.5,3964800.5,2482045.75,2838538.25,3286832.25,4571699.5,6585943.5,3226458.25,5433041.5,9682435.0,6812366.5,5973037.5,5484429.5,6587813.0,3885091.5,6919117.5,7746045.5,4686289.5
P07359,GP1BA,GP1BA_HUMAN,1090170.875,1070262.875,567344.625,958016.0,886884.75,837212.4375,639381.0625,858308.1875,724976.0,382877.0,755167.625,562879.875,517070.40625,962560.375,554309.375,554421.875,593595.3125,738704.8125,1398034.375,1409257.5,538512.125,843676.5625,562913.0625,576388.5,510170.1875,750091.5625,645085.5,631018.25,788628.8125,676326.3125,661537.5625,499491.59375,756948.1875,1450298.625,792160.75,797414.9375,465960.9375,769748.4375,1271352.75,1047436.8125,779345.375,982888.4375
P07360,C8G,CO8G_HUMAN,15733869.0,12207025.0,7798343.0,12502592.0,10332015.0,8207213.0,10703487.0,9924452.0,14196311.0,5729860.0,10586717.0,9394369.0,11247780.0,12141396.0,5584852.5,7823920.5,10835081.0,7338512.5,11805316.0,13110014.0,9946630.0,7052295.5,4623120.0,11014016.0,8938412.0,9331992.0,4656788.5,5626216.5,7216520.0,13884326.0,13295097.0,5900452.5,8411520.0,17270906.0,12980174.0,10878006.0,7862397.5,9919727.0,7823623.5,12546048.0,10858389.0,6778626.0
P07384,CAPN1,CAN1_HUMAN,56331.734375,127181.046875,112150.140625,48121.4140625,37049.77734375,239601.09375,22133.66015625,74687.21875,29596.197265625,212653.78125,51708.48828125,76699.75,,47393.79296875,35780.875,57394.609375,89484.6796875,57678.5,42738.8046875,,49614.48046875,55207.71875,63712.25390625,50332.20703125,125152.5546875,47028.1328125,63733.26953125,50056.828125,31910.59375,51812.140625,54819.49609375,52684.41015625,61556.734375,66602.640625,40174.88671875,,116039.90625,50310.0234375,40095.6484375,22242.046875,38682.87890625,53950.171875
P07477,PRSS1,TRY1_HUMAN,428592.03125,488922.125,653188.125,157713.9375,1233437.25,231684.296875,1669261.375,498196.25,141393.8125,914873.3125,978142.5,1702717.875,2328688.0,540658.6875,1111050.25,343475.8125,352975.0625,765514.75,1250451.375,151937.9375,146284.375,527498.9375,697153.6875,98588.046875,249427.84375,1620944.5,835426.125,1056122.0,181753.8125,230401.640625,1366410.0,1818244.75,51363.5546875,746267.4375,101532.65625,1001816.5625,756454.0625,92987.65625,465868.78125,128880.0078125,290336.46875,64077.984375
P07602,PSAP,SAP_HUMAN,,,5331.1103515625,68137.9453125,8003.32958984375,,,4779.54736328125,49183.1640625,,57001.87890625,13672.8408203125,6171.85107421875,,26755.501953125,69063.0703125,102477.921875,25128.01953125,14279.455078125,,56177.90234375,56570.30859375,82180.6171875,60032.2109375,43988.5,,94554.6796875,52902.51171875,26969.123046875,,,47269.95703125,,8601.943359375,119947.96875,48705.47265625,,8058.79296875,,,20455.693359375,24606.69921875
P07686,HEXB,HEXB_HUMAN,20886.966796875,,14147.3876953125,,19249.318359375,23434.03125,,15868.4345703125,21291.15625,,,,13696.4384765625,,14743.197265625,,9107.4951171875,,,,,16489.63671875,8985.7216796875,14707.623046875,18327.287109375,,,14293.6416015625,,11571.1611328125,,,17042.02734375,11239.9091796875,,,14893.51171875,,,11464.1123046875,20045.30859375,
P07737,PFN1,PROF1_HUMAN,179961.09375,1799289.375,37265.0859375,205167.1875,36401.30078125,55373.23828125,139565.75,185543.421875,106993.921875,28474.572265625,346997.78125,725797.5625,108995.859375,54198.7734375,210181.578125,97432.5546875,396348.375,137952.265625,107931.703125,78877.109375,159294.59375,48836.3125,59064.72265625,69267.3515625,256680.75,551043.625,370438.6875,120760.8984375,133587.296875,62342.359375,89078.78125,122141.046875,42116.00390625,563601.8125,183854.625,54448.51953125,117992.0078125,344458.375,231759.484375,86742.984375,133755.9375,131387.203125
P07738,BPGM,PMGE_HUMAN,9041.919921875,,,,,,,8732.5703125,,,136341.25,9493.3857421875,,,39676.9140625,,,45581.78125,59335.0390625,24168.13671875,10628.0478515625,,39727.859375,9067.26953125,11580.783203125,14225.38671875,,,19706.041015625,12474.6171875,5827.97119140625,13160.935546875,,85810.5234375,,,37875.125,16328.2919921875,20135.5859375,113689.0859375,,80338.53125
P07858,CTSB,CATB_HUMAN,56050.1875,63026.140625,69722.4140625,25697.03125,66828.0078125,65822.6953125,62031.83984375,53629.0,71642.4609375,64578.90625,46661.33203125,47105.421875,73655.796875,24890.53515625,48690.171875,60532.92578125,97690.203125,33236.046875,61403.42578125,50012.41796875,39687.01171875,61116.93359375,42054.140625,56201.5078125,75783.75,40078.9453125,52509.6328125,75534.078125,51164.09765625,49988.3515625,34255.8359375,47798.1640625,91057.1953125,46801.2734375,47357.03125,37836.7890625,78457.296875,37680.0703125,78826.5234375,68602.65625,46267.77734375,102939.1484375
